matchup,h2h_win_rate
France-Portugal,0.21428571428571427
Gabon-Portugal,0.5
Georgia-Portugal,1.0
Germany-Portugal,0.15789473684210525
Ghana-Portugal,1.0
Gibraltar-Portugal,0.5
Greece-Portugal,0.3076923076923077
Hungary-Portugal,0.7333333333333333
Iceland-Portugal,0.75
Iran-Portugal,1.0
Ireland-Portugal,0.5882352941176471
Israel-Portugal,0.5
Italy-Portugal,0.23076923076923078
Ivory Coast-Portugal,0.5
Kazakhstan-Portugal,1.0
Kuwait-Portugal,1.0
Latvia-Portugal,1.0
Liechtenstein-Portugal,0.875
Lithuania-Portugal,1.0
Luxembourg-Portugal,0.9
Malta-Portugal,0.8888888888888888
Mexico-Portugal,0.5
Moldova-Portugal,0.5
Morocco-Portugal,0.5
Mozambique-Portugal,1.0
Netherlands-Portugal,0.5384615384615384
New Zealand-Portugal,0.5
Nigeria-Portugal,0.5
North Korea-Portugal,1.0
North Macedonia-Portugal,0.5
Northern Ireland-Portugal,0.25
Norway-Portugal,0.7
Panama-Portugal,0.5
Paraguay-Portugal,0.5
Poland-Portugal,0.42857142857142855
Anguilla-Puerto Rico,1.0
Antigua and Barbuda-Puerto Rico,0.6666666666666666
Argentina-Puerto Rico,0.5
Aruba-Puerto Rico,0.3333333333333333
Bahamas-Puerto Rico,1.0
Barbados-Puerto Rico,0.5
Belize-Puerto Rico,0.0
Bermuda-Puerto Rico,0.75
British Virgin Islands-Puerto Rico,0.25
Canada-Puerto Rico,0.0
Cayman Islands-Puerto Rico,1.0
Colombia-Puerto Rico,0.5
Costa Rica-Puerto Rico,0.0
Cuba-Puerto Rico,0.0
Curaçao-Puerto Rico,0.0
Dominican Republic-Puerto Rico,0.26666666666666666
El Salvador-Puerto Rico,0.0
French Guiana-Puerto Rico,0.5
Grenada-Puerto Rico,0.14285714285714285
Guadeloupe-Puerto Rico,0.0
Guatemala-Puerto Rico,0.0
Guyana-Puerto Rico,0.5
Haiti-Puerto Rico,0.0
Honduras-Puerto Rico,0.0
India-Puerto Rico,0.5
Indonesia-Puerto Rico,0.5
Jamaica-Puerto Rico,0.0
Martinique-Puerto Rico,0.16666666666666666
Nicaragua-Puerto Rico,0.2
Panama-Puerto Rico,0.2
Afghanistan-Qatar,0.875
Albania-Qatar,0.0
Algeria-Qatar,0.2
Andorra-Qatar,0.5
Argentina-Qatar,0.0
Australia-Qatar,0.0
Azerbaijan-Qatar,0.3333333333333333
Bahrain-Qatar,0.2
Bangladesh-Qatar,0.8
Belgium-Qatar,0.5
Bhutan-Qatar,1.0
Bosnia and Herzegovina-Qatar,1.0
Brazil-Qatar,0.5
Bulgaria-Qatar,0.0
Burkina Faso-Qatar,0.5
Cambodia-Qatar,0.5
Canada-Qatar,0.5
Chile-Qatar,0.5
China-Qatar,0.3
Colombia-Qatar,0.5
Costa Rica-Qatar,0.5
Croatia-Qatar,0.5
Curaçao-Qatar,0.5
Czechia-Qatar,0.5
DR Congo-Qatar,0.5
Ecuador-Qatar,0.3333333333333333
Egypt-Qatar,0.2222222222222222
El Salvador-Qatar,1.0
Estonia-Qatar,1.0
Finland-Qatar,0.3333333333333333
Georgia-Qatar,0.5
Ghana-Qatar,0.5
Greece-Qatar,0.5
Grenada-Qatar,0.5
Guatemala-Qatar,0.5
Haiti-Qatar,0.0
Honduras-Qatar,1.0
Hong Kong-Qatar,1.0
Hungary-Qatar,0.0
Iceland-Qatar,0.0
India-Qatar,0.6
Indonesia-Qatar,0.7777777777777778
Iran-Qatar,0.15384615384615385
Iraq-Qatar,0.35
Ireland-Qatar,0.0
Ivory Coast-Qatar,0.5
Jamaica-Qatar,0.0
Japan-Qatar,0.3333333333333333
Jordan-Qatar,0.5714285714285714
Kazakhstan-Qatar,0.3333333333333333
Kenya-Qatar,0.5
Kuwait-Qatar,0.3695652173913043
Kyrgyzstan-Qatar,0.6666666666666666
Laos-Qatar,1.0
Latvia-Qatar,0.5
Lebanon-Qatar,0.9166666666666666
Libya-Qatar,0.5
Liechtenstein-Qatar,0.5
Luxembourg-Qatar,1.0
Malaysia-Qatar,0.5555555555555556
Maldives-Qatar,1.0
Mali-Qatar,0.5
Malta-Qatar,0.5
Mauritius-Qatar,0.5
Mexico-Qatar,0.5
Moldova-Qatar,0.5
Morocco-Qatar,0.0
Myanmar-Qatar,0.5
Netherlands-Qatar,0.5
New Zealand-Qatar,1.0
Nicaragua-Qatar,0.5
North Korea-Qatar,0.23076923076923078
North Macedonia-Qatar,0.5
Northern Ireland-Qatar,0.5
Norway-Qatar,0.5
Oman-Qatar,0.5405405405405406
Pakistan-Qatar,0.5
Palestine-Qatar,0.75
Panama-Qatar,0.5
Paraguay-Qatar,0.3333333333333333
Peru-Qatar,0.5
Philippines-Qatar,0.5
Portugal-Qatar,0.0
Comoros-Reunion,0.5714285714285714
Congo-Reunion,0.0
DR Congo-Reunion,0.5
French Guiana-Reunion,0.6666666666666666
Gabon-Reunion,0.5
Guadeloupe-Reunion,0.5
Kenya-Reunion,0.3333333333333333
Madagascar-Reunion,0.2
Malawi-Reunion,0.5
Maldives-Reunion,1.0
Martinique-Reunion,0.5
Mauritius-Reunion,0.225
Mayotte-Reunion,0.75
New Caledonia-Reunion,1.0
Albania-Romania,0.7222222222222222
Algeria-Romania,0.25
Andorra-Romania,1.0
Argentina-Romania,0.2
Armenia-Romania,0.6666666666666666
Australia-Romania,0.5
Austria-Romania,0.18181818181818182
Azerbaijan-Romania,1.0
Belarus-Romania,0.7142857142857143
Belgium-Romania,0.4166666666666667
Bolivia-Romania,0.5
Bosnia and Herzegovina-Romania,0.5714285714285714
Brazil-Romania,0.0
Bulgaria-Romania,0.5675675675675675
Cameroon-Romania,0.5
Canada-Romania,0.5
Chile-Romania,1.0
China-Romania,1.0
Colombia-Romania,0.6666666666666666
Congo-Romania,0.5
Croatia-Romania,0.0
Cuba-Romania,0.0
Cyprus-Romania,0.75
Czechia-Romania,0.16666666666666666
DR Congo-Romania,0.0
Denmark-Romania,0.47058823529411764
East Germany-Romania,0.29411764705882354
Ecuador-Romania,0.5
Egypt-Romania,0.6
England-Romania,0.2727272727272727
Estonia-Romania,0.6666666666666666
Faroe Islands-Romania,1.0
Finland-Romania,0.75
France-Romania,0.1875
Georgia-Romania,0.7142857142857143
Germany-Romania,0.14285714285714285
Ghana-Romania,0.5
Greece-Romania,0.5142857142857142
Honduras-Romania,0.5
Hungary-Romania,0.25
Iceland-Romania,0.75
Iran-Romania,0.5
Iraq-Romania,0.0
Ireland-Romania,0.25
Israel-Romania,0.4782608695652174
Italy-Romania,0.125
Ivory Coast-Romania,0.5
Japan-Romania,1.0
Kazakhstan-Romania,0.0
Kosovo-Romania,0.6666666666666666
Latvia-Romania,0.75
Liechtenstein-Romania,1.0
Lithuania-Romania,0.9285714285714286
Luxembourg-Romania,1.0
Malta-Romania,1.0
Mexico-Romania,1.0
Moldova-Romania,1.0
Montenegro-Romania,0.3333333333333333
Morocco-Romania,0.5
Netherlands-Romania,0.06666666666666667
Nigeria-Romania,1.0
North Macedonia-Romania,0.8333333333333334
Northern Ireland-Romania,0.25
Norway-Romania,0.3076923076923077
Paraguay-Romania,1.0
Peru-Romania,0.25
Poland-Romania,0.42424242424242425
Portugal-Romania,0.4
Albania-Russia,1.0
Algeria-Russia,0.5
Andorra-Russia,1.0
Argentina-Russia,0.16666666666666666
Armenia-Russia,0.75
Australia-Russia,0.5
Austria-Russia,0.4444444444444444
Azerbaijan-Russia,0.5
Belarus-Russia,0.6
Belgium-Russia,0.3333333333333333
Bolivia-Russia,0.5
Brazil-Russia,0.08333333333333333
Brunei-Russia,0.5
Bulgaria-Russia,0.5789473684210527
Cameroon-Russia,0.6666666666666666
Canada-Russia,0.5
Chile-Russia,0.5714285714285714
China-Russia,0.5
Colombia-Russia,0.5
Costa Rica-Russia,1.0
Croatia-Russia,0.0
Cuba-Russia,0.5
Cyprus-Russia,0.9
Czechia-Russia,0.4666666666666667
Denmark-Russia,0.8333333333333334
East Germany-Russia,0.5263157894736842
Egypt-Russia,0.5
El Salvador-Russia,1.0
England-Russia,0.2857142857142857
Estonia-Russia,0.6
Faroe Islands-Russia,1.0
Finland-Russia,0.7058823529411765
France-Russia,0.3333333333333333
Georgia-Russia,0.0
Germany-Russia,0.16666666666666666
Ghana-Russia,0.5
Greece-Russia,0.6190476190476191
Grenada-Russia,0.5
Guatemala-Russia,0.5
Hungary-Russia,0.5333333333333333
Iceland-Russia,0.5454545454545454
India-Russia,1.0
Indonesia-Russia,0.0
Iran-Russia,0.5
Iraq-Russia,0.5
Ireland-Russia,0.5
Israel-Russia,0.5
Italy-Russia,0.26666666666666666
Ivory Coast-Russia,0.0
Japan-Russia,1.0
Jordan-Russia,0.5
Kazakhstan-Russia,0.6666666666666666
Kenya-Russia,0.5
Kuwait-Russia,0.5
Kyrgyzstan-Russia,0.5
Latvia-Russia,0.6666666666666666
Liechtenstein-Russia,1.0
Lithuania-Russia,0.6666666666666666
Luxembourg-Russia,1.0
Malta-Russia,1.0
Mexico-Russia,0.3333333333333333
Moldova-Russia,0.6666666666666666
Montenegro-Russia,0.0
Morocco-Russia,0.75
Myanmar-Russia,0.5
Netherlands-Russia,0.3333333333333333
New Zealand-Russia,1.0
Nigeria-Russia,0.5
North Korea-Russia,1.0
North Macedonia-Russia,1.0
Northern Ireland-Russia,0.6
Norway-Russia,0.6363636363636364
Peru-Russia,0.6666666666666666
Poland-Russia,0.47619047619047616
Portugal-Russia,0.3
Qatar-Russia,0.25
Romania-Russia,0.4
Algeria-Rwanda,0.0
Angola-Rwanda,0.0
Benin-Rwanda,0.2222222222222222
Botswana-Rwanda,0.5
Burundi-Rwanda,0.4444444444444444
Cameroon-Rwanda,0.0
Cape Verde-Rwanda,0.0
Central African Republic-Rwanda,0.3333333333333333
Chad-Rwanda,0.0
Congo-Rwanda,0.3333333333333333
DR Congo-Rwanda,0.5
Djibouti-Rwanda,1.0
Egypt-Rwanda,0.0
Equatorial Guinea-Rwanda,0.5
Eritrea-Rwanda,0.7777777777777778
Ethiopia-Rwanda,0.5
Gabon-Rwanda,0.5
Ghana-Rwanda,0.3333333333333333
Guinea-Rwanda,0.25
Ivory Coast-Rwanda,0.14285714285714285
Kenya-Rwanda,0.125
Lesotho-Rwanda,1.0
Liberia-Rwanda,0.0
Libya-Rwanda,0.125
Madagascar-Rwanda,0.5
Malawi-Rwanda,0.25
Mali-Rwanda,0.0
Mauritania-Rwanda,1.0
Mauritius-Rwanda,0.0
Morocco-Rwanda,1.0
Mozambique-Rwanda,0.4
Namibia-Rwanda,0.3333333333333333
Nigeria-Rwanda,0.14285714285714285
Germany-Saar,0.0
Netherlands-Saar,0.0
Norway-Saar,0.5
Anguilla-Saint Barthelemy,0.5
British Virgin Islands-Saint Barthelemy,0.5
Andorra-Saint Kitts and Nevis,1.0
Anguilla-Saint Kitts and Nevis,1.0
Antigua and Barbuda-Saint Kitts and Nevis,0.4642857142857143
Armenia-Saint Kitts and Nevis,0.5
Aruba-Saint Kitts and Nevis,1.0
Bahamas-Saint Kitts and Nevis,1.0
Barbados-Saint Kitts and Nevis,0.45454545454545453
Belize-Saint Kitts and Nevis,0.2
Bermuda-Saint Kitts and Nevis,0.5
British Virgin Islands-Saint Kitts and Nevis,0.8571428571428571
Canada-Saint Kitts and Nevis,0.0
Cayman Islands-Saint Kitts and Nevis,0.5
Costa Rica-Saint Kitts and Nevis,0.5
Cuba-Saint Kitts and Nevis,0.25
Curaçao-Saint Kitts and Nevis,0.5
Dominica-Saint Kitts and Nevis,0.5
Dominican Republic-Saint Kitts and Nevis,0.5
El Salvador-Saint Kitts and Nevis,0.0
Estonia-Saint Kitts and Nevis,0.0
French Guiana-Saint Kitts and Nevis,0.3333333333333333
Georgia-Saint Kitts and Nevis,0.5
Grenada-Saint Kitts and Nevis,0.3333333333333333
Guadeloupe-Saint Kitts and Nevis,0.5
Guyana-Saint Kitts and Nevis,0.5
Haiti-Saint Kitts and Nevis,0.14285714285714285
India-Saint Kitts and Nevis,0.5
Jamaica-Saint Kitts and Nevis,0.0
Martinique-Saint Kitts and Nevis,0.3333333333333333
Mauritius-Saint Kitts and Nevis,0.5
Mexico-Saint Kitts and Nevis,0.0
Montserrat-Saint Kitts and Nevis,0.75
Nicaragua-Saint Kitts and Nevis,0.5
Northern Ireland-Saint Kitts and Nevis,0.5
Puerto Rico-Saint Kitts and Nevis,0.7142857142857143
Anguilla-Saint Lucia,1.0
Antigua and Barbuda-Saint Lucia,0.35714285714285715
Aruba-Saint Lucia,0.6666666666666666
Barbados-Saint Lucia,0.2
Bermuda-Saint Lucia,0.5
British Virgin Islands-Saint Lucia,1.0
Canada-Saint Lucia,0.0
Cayman Islands-Saint Lucia,0.5
Cuba-Saint Lucia,0.0
Curaçao-Saint Lucia,0.5
Dominica-Saint Lucia,0.5263157894736842
Dominican Republic-Saint Lucia,0.0
El Salvador-Saint Lucia,0.0
Grenada-Saint Lucia,0.25925925925925924
Guadeloupe-Saint Lucia,0.4
Guatemala-Saint Lucia,0.0
Guyana-Saint Lucia,0.25
Haiti-Saint Lucia,0.2
Jamaica-Saint Lucia,0.0
Martinique-Saint Lucia,0.06666666666666667
Montserrat-Saint Lucia,0.5
Norway-Saint Lucia,0.5
Panama-Saint Lucia,0.0
Puerto Rico-Saint Lucia,0.0
Saint Kitts and Nevis-Saint Lucia,0.25
Anguilla-Saint Martin,0.6428571428571429
Antigua and Barbuda-Saint Martin,0.5
Aruba-Saint Martin,0.0
Bahamas-Saint Martin,0.5
Barbados-Saint Martin,0.0
Belize-Saint Martin,0.0
Bermuda-Saint Martin,0.0
Bonaire-Saint Martin,1.0
British Virgin Islands-Saint Martin,0.6666666666666666
Cayman Islands-Saint Martin,0.6
Cuba-Saint Martin,0.5
Curaçao-Saint Martin,0.0
Dominica-Saint Martin,0.6666666666666666
Grenada-Saint Martin,0.0
Guadeloupe-Saint Martin,0.5
Guyana-Saint Martin,0.5
Haiti-Saint Martin,0.0
Jamaica-Saint Martin,0.0
Martinique-Saint Martin,0.5
Montserrat-Saint Martin,0.5
Puerto Rico-Saint Martin,0.0
Saint Barthelemy-Saint Martin,0.3333333333333333
Saint Kitts and Nevis-Saint Martin,0.125
Saint Lucia-Saint Martin,0.0
Saint Martin-Sint Eustatius,0.5
French Guiana-Saint Pierre and Miquelon,0.5
New Caledonia-Saint Pierre and Miquelon,0.5
Reunion-Saint Pierre and Miquelon,0.5
American Samoa-Samoa,1.0
Australia-Samoa,0.5
Cook Islands-Samoa,0.25
Fiji-Samoa,0.0
New Caledonia-Samoa,0.0
New Zealand-Samoa,0.5
Papua New Guinea-Samoa,0.0
Albania-San Marino,0.0
Andorra-San Marino,0.0
Austria-San Marino,0.0
Azerbaijan-San Marino,0.0
Belarus-San Marino,0.0
Belgium-San Marino,0.0
Bosnia and Herzegovina-San Marino,0.0
Bulgaria-San Marino,0.0
Cape Verde-San Marino,0.5
Croatia-San Marino,0.0
Cyprus-San Marino,0.0
Czechia-San Marino,0.0
Denmark-San Marino,0.0
England-San Marino,0.0
Estonia-San Marino,0.0
Faroe Islands-San Marino,0.0
Finland-San Marino,0.0
Germany-San Marino,0.0
Gibraltar-San Marino,0.0
Greece-San Marino,0.0
Hungary-San Marino,0.0
Iceland-San Marino,0.5
Ireland-San Marino,0.0
Israel-San Marino,0.0
Italy-San Marino,0.0
Kazakhstan-San Marino,0.0
Kosovo-San Marino,0.5
Latvia-San Marino,0.0
Liechtenstein-San Marino,0.2857142857142857
Lithuania-San Marino,0.0
Luxembourg-San Marino,0.0
Malta-San Marino,0.0
Moldova-San Marino,0.0
Montenegro-San Marino,0.0
Netherlands-San Marino,0.0
Northern Ireland-San Marino,0.0
Norway-San Marino,0.0
Poland-San Marino,0.0
Romania-San Marino,0.0
Russia-San Marino,0.0
Saint Kitts and Nevis-San Marino,0.0
Saint Lucia-San Marino,0.0
Malawi-Sao Tome and Principe,0.5
Afghanistan-Saudi Arabia,1.0
Albania-Saudi Arabia,0.5
Algeria-Saudi Arabia,0.5714285714285714
Angola-Saudi Arabia,0.5
Argentina-Saudi Arabia,0.0
Australia-Saudi Arabia,0.18181818181818182
Azerbaijan-Saudi Arabia,0.5
Bahrain-Saudi Arabia,0.5116279069767442
Bangladesh-Saudi Arabia,1.0
Belarus-Saudi Arabia,1.0
Belgium-Saudi Arabia,0.5
Bhutan-Saudi Arabia,1.0
Bolivia-Saudi Arabia,0.0
Brazil-Saudi Arabia,0.0
Bulgaria-Saudi Arabia,0.5
Cambodia-Saudi Arabia,0.5
Cameroon-Saudi Arabia,0.4
Canada-Saudi Arabia,0.5
Chile-Saudi Arabia,0.0
China-Saudi Arabia,0.42857142857142855
Colombia-Saudi Arabia,0.0
Comoros-Saudi Arabia,0.5
Congo-Saudi Arabia,0.5
Costa Rica-Saudi Arabia,0.25
Croatia-Saudi Arabia,0.5
Cyprus-Saudi Arabia,0.5
Czechia-Saudi Arabia,0.0
DR Congo-Saudi Arabia,0.5
Denmark-Saudi Arabia,0.0
East Timor-Saudi Arabia,1.0
Ecuador-Saudi Arabia,0.5
Egypt-Saudi Arabia,0.125
England-Saudi Arabia,0.0
Equatorial Guinea-Saudi Arabia,0.5
Estonia-Saudi Arabia,0.0
Finland-Saudi Arabia,0.3333333333333333
France-Saudi Arabia,0.5
Gabon-Saudi Arabia,1.0
Gambia-Saudi Arabia,0.5
Georgia-Saudi Arabia,0.5
Germany-Saudi Arabia,0.0
Ghana-Saudi Arabia,0.25
Greece-Saudi Arabia,0.0
Haiti-Saudi Arabia,0.5
Honduras-Saudi Arabia,0.0
Hong Kong-Saudi Arabia,1.0
Hungary-Saudi Arabia,0.0
Iceland-Saudi Arabia,0.4
India-Saudi Arabia,1.0
Indonesia-Saudi Arabia,0.7058823529411765
Iran-Saudi Arabia,0.2857142857142857
Iraq-Saudi Arabia,0.3
Ireland-Saudi Arabia,0.5
Italy-Saudi Arabia,0.5
Ivory Coast-Saudi Arabia,0.5
Jamaica-Saudi Arabia,0.6
Japan-Saudi Arabia,0.29411764705882354
Jordan-Saudi Arabia,0.5
Kazakhstan-Saudi Arabia,1.0
Kosovo-Saudi Arabia,0.5
Kuwait-Saudi Arabia,0.34782608695652173
Kyrgyzstan-Saudi Arabia,1.0
Laos-Saudi Arabia,0.5
Latvia-Saudi Arabia,0.5
Lebanon-Saudi Arabia,0.5
Libya-Saudi Arabia,0.0
Liechtenstein-Saudi Arabia,0.5
Lithuania-Saudi Arabia,0.5
Luxembourg-Saudi Arabia,0.5
Macao-Saudi Arabia,1.0
Malaysia-Saudi Arabia,0.7857142857142857
Mali-Saudi Arabia,0.3333333333333333
Mauritania-Saudi Arabia,0.5
Mexico-Saudi Arabia,0.0
Moldova-Saudi Arabia,0.0
Mongolia-Saudi Arabia,1.0
Morocco-Saudi Arabia,0.5454545454545454
Namibia-Saudi Arabia,1.0
Nepal-Saudi Arabia,0.5
Netherlands-Saudi Arabia,0.5
New Zealand-Saudi Arabia,0.5
Nigeria-Saudi Arabia,0.0
North Korea-Saudi Arabia,0.4444444444444444
North Macedonia-Saudi Arabia,0.5
North Yemen-Saudi Arabia,1.0
Northern Cyprus-Saudi Arabia,0.5
Norway-Saudi Arabia,0.5
Oman-Saudi Arabia,0.7142857142857143
Pakistan-Saudi Arabia,0.5
Palestine-Saudi Arabia,0.5384615384615384
Panama-Saudi Arabia,0.5
Paraguay-Saudi Arabia,0.0
Peru-Saudi Arabia,0.5
Poland-Saudi Arabia,0.0
Portugal-Saudi Arabia,0.0
Qatar-Saudi Arabia,0.40476190476190477
Russia-Saudi Arabia,1.0
Albania-Scotland,1.0
Argentina-Scotland,0.3333333333333333
Armenia-Scotland,1.0
Australia-Scotland,0.7142857142857143
Austria-Scotland,0.3181818181818182
Belarus-Scotland,0.6
Belgium-Scotland,0.21052631578947367
Bosnia and Herzegovina-Scotland,1.0
Brazil-Scotland,0.0
Bulgaria-Scotland,0.4
Canada-Scotland,1.0
Chile-Scotland,1.0
Colombia-Scotland,0.0
Costa Rica-Scotland,0.0
Croatia-Scotland,0.2857142857142857
Cyprus-Scotland,1.0
Czechia-Scotland,0.47368421052631576
DR Congo-Scotland,0.5
Denmark-Scotland,0.5789473684210527
East Germany-Scotland,0.4
Ecuador-Scotland,0.5
Egypt-Scotland,0.5
England-Scotland,0.3559322033898305
Estonia-Scotland,0.7142857142857143
Faroe Islands-Scotland,0.8
Finland-Scotland,0.75
France-Scotland,0.5
Georgia-Scotland,0.6
Germany-Scotland,0.23529411764705882
Gibraltar-Scotland,1.0
Greece-Scotland,0.6
Hong Kong-Scotland,0.5
Hungary-Scotland,0.3333333333333333
Iceland-Scotland,1.0
Iran-Scotland,0.5
Ireland-Scotland,0.7021276595744681
Israel-Scotland,0.5
Italy-Scotland,0.1
Japan-Scotland,0.0
Kazakhstan-Scotland,0.0
Latvia-Scotland,1.0
Liechtenstein-Scotland,1.0
Lithuania-Scotland,0.5555555555555556
Luxembourg-Scotland,0.75
Malta-Scotland,0.8333333333333334
Mexico-Scotland,0.5
Moldova-Scotland,0.6666666666666666
Morocco-Scotland,0.5
Netherlands-Scotland,0.3
New Zealand-Scotland,1.0
Nigeria-Scotland,0.0
North Macedonia-Scotland,0.3333333333333333
Northern Ireland-Scotland,0.578125
Norway-Scotland,0.55
Paraguay-Scotland,0.5
Peru-Scotland,0.3333333333333333
Poland-Scotland,0.16666666666666666
Portugal-Scotland,0.25
Qatar-Scotland,0.5
Romania-Scotland,0.4
Russia-Scotland,0.125
San Marino-Scotland,1.0
Saudi Arabia-Scotland,0.5
Algeria-Senegal,0.17391304347826086
Angola-Senegal,0.3333333333333333
Benin-Senegal,0.75
Bolivia-Senegal,1.0
Bosnia and Herzegovina-Senegal,0.5
Botswana-Senegal,1.0
Brazil-Senegal,0.5
Burkina Faso-Senegal,0.26666666666666666
Burundi-Senegal,0.8
Cameroon-Senegal,0.4444444444444444
Cape Verde-Senegal,0.7894736842105263
Central African Republic-Senegal,0.5
China-Senegal,0.0
Colombia-Senegal,0.0
Congo-Senegal,0.45454545454545453
Croatia-Senegal,0.5
DR Congo-Senegal,0.4375
Denmark-Senegal,0.0
Ecuador-Senegal,1.0
Egypt-Senegal,0.26666666666666666
England-Senegal,0.0
Equatorial Guinea-Senegal,0.6666666666666666
Eritrea-Senegal,1.0
Eswatini-Senegal,0.3333333333333333
Ethiopia-Senegal,0.6666666666666666
France-Senegal,0.5
Gabon-Senegal,0.7142857142857143
Gambia-Senegal,0.52
Ghana-Senegal,0.2222222222222222
Greece-Senegal,0.5
Guinea-Bissau-Senegal,0.5882352941176471
Guinea-Senegal,0.4791666666666667
Hungary-Senegal,0.5
Indonesia-Senegal,0.5
Iran-Senegal,0.0
Ireland-Senegal,0.5
Ivory Coast-Senegal,0.2222222222222222
Japan-Senegal,0.6666666666666666
Kenya-Senegal,0.75
Kosovo-Senegal,0.5
Lesotho-Senegal,1.0
Liberia-Senegal,0.5833333333333334
Libya-Senegal,0.2
Luxembourg-Senegal,0.5
Madagascar-Senegal,0.3333333333333333
Malawi-Senegal,0.6
Malaysia-Senegal,0.5
Mali-Senegal,0.38461538461538464
Mauritania-Senegal,0.75
Mauritius-Senegal,1.0
Mexico-Senegal,0.5
Morocco-Senegal,0.24324324324324326
Mozambique-Senegal,0.75
Namibia-Senegal,0.8571428571428571
Netherlands-Senegal,0.5
Niger-Senegal,0.6666666666666666
Nigeria-Senegal,0.23809523809523808
Norway-Senegal,0.5
Oman-Senegal,0.3333333333333333
Poland-Senegal,0.5
Qatar-Senegal,0.5
Rwanda-Senegal,1.0
Saudi Arabia-Senegal,0.0
Albania-Serbia,0.625
Algeria-Serbia,1.0
Andorra-Serbia,1.0
Argentina-Serbia,0.3333333333333333
Armenia-Serbia,0.5
Australia-Serbia,0.5
Austria-Serbia,0.4782608695652174
Azerbaijan-Serbia,0.6666666666666666
Bahrain-Serbia,0.5
Belgium-Serbia,0.4117647058823529
Bolivia-Serbia,0.5
Bosnia and Herzegovina-Serbia,0.5
Brazil-Serbia,0.1
Bulgaria-Serbia,0.5588235294117647
Cameroon-Serbia,1.0
Chile-Serbia,0.5
China-Serbia,1.0
Colombia-Serbia,0.75
Costa Rica-Serbia,0.5
Croatia-Serbia,0.0
Cyprus-Serbia,0.875
Czechia-Serbia,0.34285714285714286
DR Congo-Serbia,0.5
Denmark-Serbia,0.5
Dominican Republic-Serbia,0.5
East Germany-Serbia,0.6
Ecuador-Serbia,0.5
Egypt-Serbia,0.6666666666666666
El Salvador-Serbia,0.5
England-Serbia,0.23529411764705882
Estonia-Serbia,0.0
Ethiopia-Serbia,0.5
Faroe Islands-Serbia,1.0
Finland-Serbia,0.5714285714285714
France-Serbia,0.3333333333333333
Georgia-Serbia,1.0
Germany-Serbia,0.2857142857142857
Ghana-Serbia,1.0
Greece-Serbia,0.7391304347826086
Honduras-Serbia,1.0
Hong Kong-Serbia,1.0
Hungary-Serbia,0.25
India-Serbia,1.0
Indonesia-Serbia,1.0
Iran-Serbia,0.5
Ireland-Serbia,0.5
Israel-Serbia,0.6363636363636364
Italy-Serbia,0.2
Ivory Coast-Serbia,0.5
Jamaica-Serbia,1.0
Japan-Serbia,0.6666666666666666
Jordan-Serbia,0.5
Kazakhstan-Serbia,0.0
Latvia-Serbia,1.0
Lithuania-Serbia,0.9
Luxembourg-Serbia,0.9285714285714286
Malta-Serbia,1.0
Mexico-Serbia,0.7142857142857143
Moldova-Serbia,1.0
Montenegro-Serbia,1.0
Morocco-Serbia,1.0
Myanmar-Serbia,1.0
Netherlands-Serbia,0.3
New Zealand-Serbia,0.5
Nigeria-Serbia,1.0
North Macedonia-Serbia,0.6
Northern Ireland-Serbia,0.7272727272727273
Norway-Serbia,0.6470588235294118
Panama-Serbia,0.0
Paraguay-Serbia,0.3333333333333333
Peru-Serbia,0.5
Poland-Serbia,0.36
Portugal-Serbia,0.16666666666666666
Qatar-Serbia,0.5
Romania-Serbia,0.4444444444444444
Russia-Serbia,0.16129032258064516
Saar-Serbia,0.5
San Marino-Serbia,1.0
Scotland-Serbia,0.2
Algeria-Seychelles,0.0
Angola-Seychelles,0.0
Bangladesh-Seychelles,0.0
Botswana-Seychelles,0.0
Burkina Faso-Seychelles,0.0
Burundi-Seychelles,0.0
Comoros-Seychelles,0.375
Congo-Seychelles,0.5
DR Congo-Seychelles,0.0
Eritrea-Seychelles,0.5
Eswatini-Seychelles,0.0
Ethiopia-Seychelles,0.0
Gabon-Seychelles,0.0
Gambia-Seychelles,0.0
Ivory Coast-Seychelles,0.0
Kenya-Seychelles,0.0
Lesotho-Seychelles,0.25
Libya-Seychelles,0.0
Madagascar-Seychelles,0.0
Malawi-Seychelles,0.0
Maldives-Seychelles,0.5714285714285714
Mali-Seychelles,0.0
Mauritius-Seychelles,0.20689655172413793
Mayotte-Seychelles,0.5
Mozambique-Seychelles,0.0
Namibia-Seychelles,0.0
Nigeria-Seychelles,0.0
Palestine-Seychelles,0.5
Reunion-Seychelles,0.21428571428571427
Rwanda-Seychelles,0.0
San Marino-Seychelles,0.5
Algeria-Sierra Leone,0.2
Angola-Sierra Leone,0.5
Benin-Sierra Leone,0.25
Burkina Faso-Sierra Leone,0.5
Burundi-Sierra Leone,0.0
Cameroon-Sierra Leone,0.0
Cape Verde-Sierra Leone,0.5555555555555556
Chad-Sierra Leone,0.3333333333333333
China-Sierra Leone,0.5
Comoros-Sierra Leone,0.5
Congo-Sierra Leone,0.5
DR Congo-Sierra Leone,0.0
Djibouti-Sierra Leone,1.0
Egypt-Sierra Leone,0.3333333333333333
Equatorial Guinea-Sierra Leone,0.6666666666666666
Eswatini-Sierra Leone,0.0
Ethiopia-Sierra Leone,0.0
Gabon-Sierra Leone,0.4
